web-scraper-order,web-scraper-start-url,comment,user,Experience time,score,location,Triptype
1640085363-232,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I thoroughly enjoy going to the Boy Blues Bar because of the great music and interaction with the band. It has a nice, relaxed atmosphere and the service is good if a bit slow at times due to many customers.",David B,"May 20, 2015",4,"Chiang Mai, Thailand",May 2015 • Friends
1640085363-167,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Fantastic blues band who are obviously loving what they do, very talented, well worth A visit, excellent bar staff very attentive, no david lynch spotted though!",Ian M,"December 27, 2015",5,"London, UK",Dec 2015 • Couples
1640085363-177,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I'm from the south, so I know good blues. These guys that play at Boy Blues Bar SLAY. The music was great and the guys playing had a blast the whole night long. Their song choices were prime, featuring classics by Santana and The Eagles. The bar is in the center of the Night Bazaar; you'll hear them playing, trust me. The drinks were cheap and good, but the live entertainment was the real draw here. You know you'll be at the Night Bazaar, so why not stop in and check this place out?",Jordan M,"October 30, 2015",5,"Winter Springs, FL",Oct-15
1640085363-273,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Great music and atmosphere listening to Boy an d his band jamming in this cool bar. It's a fun location upstairs above the market.,Kevin W,"January 6, 2015",4,"Chiang Mai, Thailand",Nov 2014 • Friends
1640085363-242,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I'm so glad that I saw this place on Trip Advisor, as it was definitely the best night out that we had in Thailand. My husband and I went on a Monday night when it was open mic night. The artists were great and the crowd was fun. I would definitely recommend this to everyone who is visiting Chiang Mai!",gatorsara,"April 29, 2015",5,"Gainesville, FL",Apr 2015 • Couples
1640085363-200,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,The boy played at his bar and it has been a blast! The crowd was cheering and beers are cheap. Was so nice!! Will come back soon.,simoscheiben,"July 29, 2015",5,"Maastricht, The Netherlands",Jul 2015 • Solo
1640085363-95,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"If you love the blues you will love this bar,lovely staff and truly amazing talent.Great electricity but a nice place to chill with the locals.Boys band is not to be missed!",Vonnie1967,"February 7, 2017",5,,Feb 2017 • Friends
1640085363-327,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Fabulous location - raised up one floor in the Kalare shopping centre, it has great acoustics and the band is sublime. Jamming on a number of nights brings out the best of Chiang Mai's musicians. Just unbelievably good music, night after night.",chiangmaicharlies,"November 1, 2013",5,"Chiang Mai, Thailand",Nov 2013 • Friends
1640085363-34,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"I visited Boy Blues Bar by chance on a Monday evening. It is just a few steps above the night market and I could here live music. The cover band was ok but the singer needed to learn better pronunciation! However sitting at the bar with a Leo in hand I could see that something was about to happen as I noticed the diverse mixture of patrons now entering. I was lucky to be informed by a long tern expat that Monday nights are Jam Nights bringing a variety of musicians of all ages and cultures together t produce amazing music. It started with some solo artists, all of whom were excellent in their own rights but as the evening progressed the number of highly talented medications jamming together was a great pleasure to listen and watch. If you are in Chiang Mai on a Monday, don't miss but get there by 21:00 if you want a seat!",MrKim,"November 29, 2018",3,"Pattaya, Thailand",Nov-18
1640085363-186,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Great atmosphere, good live band music, calm and cosy place for a drink, too bad they dun serve food, but there is plenty places for foods around",Man Kit C,"September 16, 2015",5,"Hong Kong, China",Sep-15
1640085363-328,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Nice location, great musicians, friendly staff, good music, We spend some hrs there and enjoyed with all senses",Swissman68,"October 14, 2013",5,,Oct-13
1640085363-24,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,This was my second trip to chaing mai and each time I have spent every evening at this bar. The music is great if you like blues but Boy who plays at least one spot every night is entertaining even if you aren't a big blues fan. This guy is as good as anything I have heard on the pub scene in UK if not better. Be warned he only knows one joke and he tells it every night! Still funny though,Richard T,"February 23, 2019",5,,Feb 2019 • Couples
1640085363-132,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Awesome. Three bands tonight very competent with their own individual styles. Entrance hard to find in the bazaar. Just follow your ears , up stairs. well worth a visit. Lots of food close by.",Amosbridgehouse,"June 2, 2016",5,,Jun 2016 • Solo
1640085363-267,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,Just go you won't regret it. We are back again in Chiang Mai in June and will be there. Drinks good price.,HollySK,"January 30, 2015",5,Leeds England,May-14
1640085363-236,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"We had so much fun there that we went twice during our short visit to Chiang Mai. Great musicians and ambiance. Boy Blues is fantastic! Oddly enough everybody danced on Thursday night but no dancers Saturday night, however both nights were very enjoyable. No bathroom facilities or food in bar but they are only a short walk away. We got there just before 9 pm and had plenty of seats to choose from, it seemed most people arrived briefly after 9 and for larger groups tricky so seat in better areas to enjoy show but music is listened well from anywhere. Located Inside night market this place is not too miss. Staff is great too.",LosHunters,"May 11, 2015",5,,May 2015 • Couples
1640085363-163,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Ok, it is not Chicago nor NOLA, but it is still pretty good. The opening band is ok but around 10 o'clock Boy's band comes on and they can really play the blues. My wife and I went here twice and were impressed and entertained both times. The location is a bit odd but it still works. I highly recommend this place for a nice evening out away from the bar girl scene. I would,only recommend that the drinks be a little stronger and that there be better signage indicating where the great tunes are coming from.",Oregonic,"January 3, 2016",4,"San Diego, CA",Jan 2016 • Couples
1640085363-291,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,I went with two colleagues after we had dinner out. We were delighted with the live band that played a good mix of blues and rock-and-roll. We enjoyed reasonably priced beverages and a fun crowd. There was a good mix of people including a family with small kids doing a little air band off to the side.,Proverb_Dude,"August 14, 2014",5,"Altadena, CA",Aug 2014 • Friends
1640085363-136,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Fantastic atmosphere in this place - everything from AC/DC, Black Sabbath, Lynyrd Skynyrd, etc. played live every night. One of a kind in Thailand",Oisin_OCallaghan,"May 7, 2016",5,"County Dublin, Ireland",Apr-16
1640085363-73,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"Saw this place had good reviews and thought we would give it a try. We arrived 30 mins after opening. There wasn't much of a crowd but the band playing were talented and covering well known/not so well known rock songs. As the bands rotated, there were some American country singers, maybe making a last ditch attempt to make it in Thailand. Okay if you like that sort of thing. I wouldnt be fooled by the name of the bar- there wasn't a hint of blues music. At times it felt a little like slightly up market karaoke. As the crowd started to build, it was very apparent that this place attracts older white men with young Thai women. Some men arrived on their own and in no time, had a young Thai girl draped over them at the bar. Perhaps this is a pick up point for this sort of thing. I am not naive enough to think that this sort of culture isn't present in Thailand. We personally just found it a little uncomfortable at times as it was so prolific in this particular bar. Perhaps a certain clash in cultures and valuing women's rights etc made us feel this way. I think if you are expecting it and are more comfortable with the Thai bride/ sex trafficking side of things then this would be less of an issue. Mixed feelings about this place. More due to the clientele than the bar itself, although the music wasn't always great either. Maybe it was just the particular night we went (Monday)",Emma K,"October 11, 2017",3,,Oct 2017 • Couples
1640085363-219,https://www.tripadvisor.com/Attraction_Review-g293917-d2577827-Reviews-Boy_Blues_Bar-Chiang_Mai.html,"If you look for something special in the nightlife of Chiang Mai and you like old style western music this the place to go, especially when Boy ""Hendrix"" is live on stage performing the blues. Now in low season you will find some expat farangs and a bunch of travellers. Nice mood and fair prices for the beer and drinks.",meduc11,"June 21, 2015",5,"Zurich, Switzerland",Jun 2015 • Solo
