"Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12","Column13","Column14","Column15","Column16","Column17","Column18","Column19","Column20","Column21","Column22","Column23","Column24","Column25","Column26","Column27"
"AIW","DG","1","11-March-2022","6:00:00 PM","ASL2022Spring","Indonesia","Yena","Nakroth","Tulen","Hayate","WonderWoman","30:50","Xeniel","Elsu","Liliana","Aoi","Riktor","Omen","Lorion","Florentino","Superman","1","LuBu","Qi","Yue","Aya"
"AIW","DG","2","11-March-2022","6:00:00 PM","ASL2022Spring","Indonesia","Skud","Eland'orr","Liliana","Slimz","Lumburr","12:42","Roxie","Laville","Krixi","Keera","Airi","Aya","Omen","Florentino","Superman","2","Aoi","LuBu","Yue","Mina"
"AIW","DG","2","11-March-2022","6:00:00 PM","ASL2022Spring","Indonesia","Tachi","Florentino","Lorion","Laville","Ormarr","28:26","Lumburr","Slimz","Yue","Qi","Mina","Aya","Hayate","Eland'orr","Superman","3","Xeniel","Roxie","Iggy","Omen"
"Hertz","DWU","2","11-March-2022","8:00:00 PM","ASL2022Spring","Indonesia","Omen","Kriknak","Zata","Slimz","Zip","13:41","Tachi","Capheny","Liliana","Volkath","Mina","Lorion","Hayate","Elsu","Laville","1","Aoi","Keera","Yue","Aya"
"Hertz","DWU","1","11-March-2022","8:00:00 PM","ASL2022Spring","Indonesia","Mina","Keera","Tulen","Hayate","WonderWoman","13:41","Omen","Laville","Krixi","Airi","Florentino","Aya","Yue","Roxie","Eland'orr","2","LuBu","Liliana","Iggy","Lorion"
"Hertz","DWU","1","11-March-2022","8:00:00 PM","ASL2022Spring","Indonesia","Roxie","Veres","Liliana","Laville","Riktor","23:52","Thane","Slimz","Iggy","Kil'Groth","Skud","Hayate","Lorion","Eland'orr","Yena","3","Tachi","Superman","Yue","Aya"
"DWU","AIW","1","16-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Yena","Aoi","Lorion","Slimz","Zip","17:04","WonderWoman","Hayate","Liliana","Qi","Skud","Omen","Florentino","Keera","Yena","1","Tachi","Laville","Yue","Aya"
"DWU","AIW","1","16-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Omen","Eland'orr","Iggy","Laville","Mina","09:50","Lumburr","Slimz","Yue","LuBu","Tachi","Florentino","Liliana","Keera","Roxie","2","Yena","Nakroth","Lorion","Aya"
"NS","Hertz","2","16-March-2022","5:30:00 PM","ASL2022Spring","Indonesia","Superman","Qi","Lorion","Laville","Alice","22:29","Veres","Capheny","Krixi","Volkath","Omen","Yue","Liliana","Eland'orr","Keera","1","Aoi","Krizzix","Hayate","Aya"
"NS","Hertz","2","16-March-2022","5:30:00 PM","ASL2022Spring","Indonesia","Florentino","Volkath","Iggy","Slimz","Baldum","11:26","Krizzix","Laville","Liliana","Fennik","Riktor","Yue","Hayate","Kriknak","Eland'orr","2","Keera","Aoi","Tulen","Yue"
"DG","ArchA","2","16-March-2022","8:00:00 PM","ASL2022Spring","Indonesia","Superman","Eland'orr","Lorion","Slimz","Riktor","20:32","Lumburr","Elsu","Raz","Aoi","Yena","Omen","Florentino","Liliana","Krixi","1","LuBu","Qi","Hayate","Aya"
"DG","ArchA","1","16-March-2022","8:00:00 PM","ASL2022Spring","Indonesia","Airi","LuBu","Liliana","Laville","Roxie","21:47","Tachi","TheJoker","Lorion","Keera","Florentino","Aya","Hayate","Mina","Eland'orr","2","Aoi","Qi","Tulen","Omen"
"DG","ArchA","1","16-March-2022","8:00:00 PM","ASL2022Spring","Indonesia","Veres","Fennik","Krixi","Hayate","Xeniel","16:56","Qi","Ryoma","Liliana","Eland'orr","Qi","Aya","Laville","Zip","Hayate","3","Lumburr","Keera","Iggy","Mina"
"NS","DWU","2","17-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Volkath","Veres","Lorion","Slimz","Rouie","12:37","Omen","Laville","Annette","Tachi","Allain","Yue","Hayate","Liliana","Eland'orr","1","Lumburr","Zip","Florentino","Aya"
"NS","DWU","2","17-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Yena","Qi","Krixi","Hayate","Mina","09:24","Zip","Volkath","Lorion","Tel'Annas","Butterfly","Yue","Aya","Elsu","Superman","2","Skud","Florentino","Iggy","Omen"
"ArchA","AIW","1","17-March-2022","6:40:00 PM","ASL2022Spring","Indonesia","Riktor","Tulen","Aya","Elsu","Lumburr","17:43","Ormarr","Hayate","Lorion","Kriknak","Tachi","Omen","WonderWoman","Nakroth","Aoi","1","Liliana","Florentino","Roxie","Aya"
"ArchA","AIW","1","17-March-2022","6:40:00 PM","ASL2022Spring","Indonesia","Mina","LuBu","Raz","Laville","WonderWoman","14:06","Omen","Elsu","Liliana","Ryoma","Yena","Aya","Yue","Nakroth","Lumburr","2","Aoi","Keera","Lorion","Roxie"
"DWU","Hertz","1","24-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Ryoma","Zuka","Yue","Capheny","Lumburr","15:52","Tachi","Hayate","Liliana","Aoi","Skud","Mina","Lorion","Volkath","Tulen","1","LuBu","Eland'orr","Aya","Omen"
"DWU","Hertz","1","24-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","LuBu","Murad","Krixi","Slimz","Tachi","17:34","Lumburr","Elsu","Yue","Tulen","Riktor","Aya","Omen","Veres","Roxie","2","Laville","Hayate","Mina","Lorion"
"DWU","Hertz","1","24-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Florentino","Eland'orr","Lorion","TheJoker","Zip","13:33","WonderWoman","Laville","Krixi","Kriknak","Omen","Mina","LuBu","Keera","Roxie","3","Butterfly","Volkath","Hayate","Aya"
"ArchA","DG","1","24-March-2022","7:00:00 PM","ASL2022Spring","Indonesia","Riktor","Tulen","Yue","Slimz","Lumburr","14:28","Thane","Laville","Iggy","Keera","Arthur","Omen","Lorion","Nakroth","Aoi","1","Florentino","Mina","Hayate","Aya"
"ArchA","DG","1","24-March-2022","7:00:00 PM","ASL2022Spring","Indonesia","Florentino","Nakroth","Krixi","TheJoker","WonderWoman","11:30","Xeniel","Wisp","Lorion","Eland'orr","Qi","Aya","Lumburr","Zip","Riktor","2","Krizzix","Aoi","Liliana","Omen"
"ArchA","DG","2","24-March-2022","7:00:00 PM","ASL2022Spring","Indonesia","Omen","Veres","Liliana","Capheny","Baldum","17:12","WonderWoman","Hayate","Krixi","Errol","Roxie","Lumburr","Mina","Florentino","Riktor","3","Keera","Peura","Zip","Aya"
"ArchA","DG","1","24-March-2022","7:00:00 PM","ASL2022Spring","Indonesia","Zuka","Aoi","Iggy","Laville","Tachi","17:03","Mina","Elsu","Liliana","LuBu","Airi","Aya","Yue","Omen","Florentino","4","Roxie","Zip","Lorion","Hayate"
"Hertz","DG","2","25-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Florentino","Eland'orr","Lorion","Riktor","Maloch","12:36","Mina","Laville","Zata","Ryoma","Qi","Omen","Liliana","Tulen","Aoi","1","Tachi","Roxie","Hayate","Aya"
"Hertz","DG","1","25-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Roxie","Veres","Lorion","Moren","Riktor","16:20","Peura","Capheny","Krixi","Errol","Tachi","Hayate","Mina","Keera","Aoi","2","Wisp","Slimz","Omen","Aya"
"Hertz","DG","2","25-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Skud","Nakroth","Liliana","Capheny","Tachi","21:15","Mina","Laville","Yue","LuBu","Roxie","Aya","Omen","Airi","Lumburr","3","Keera","Aoi","Tulen","Hayate"
"Hertz","DG","2","25-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Yena","Volkath","Annette","Slimz","Lumburr","09:22","Zip","Superman","Tulen","Wisp","WonderWoman","Aya","Aoi","Keera","Airi","4","Krixi","Yue","Omen","Hayate"
"DWU","ArchA","2","25-March-2022","7:00:00 PM","ASL2022Spring","Indonesia","Murad","Volkath","Lorion","Violet","WonderWoman","18:17","Roxie","Elsu","Liliana","Tulen","Florentino","Aya","Yue","Aoi","Nakroth","1","Laville","Slimz","Zip","Omen"
"DWU","ArchA","1","25-March-2022","7:00:00 PM","ASL2022Spring","Indonesia","Yena","Lindis","Liliana","Hayate","Tachi","27:54","Riktor","Valhein","Raz","Eland'orr","LuBu","Omen","Yue","Aoi","Ryoma","2","Wukong","Butterfly","Krixi","Aya"
"DWU","ArchA","1","25-March-2022","7:00:00 PM","ASL2022Spring","Indonesia","Ryoma","Aoi","Zata","Laville","Mina","25:17","Tachi","Hayate","Lorion","Qi","Taara","Aya","Yue","Yena","Skud","3","Iggy","Krixi","Omen","Eland'orr"
"DWU","ArchA","1","25-March-2022","7:00:00 PM","ASL2022Spring","Indonesia","Veres","LuBu","Iggy","Moren","Zip","14:54","WonderWoman","Slimz","Krixi","Kriknak","Zuka","Mina","Yue","Aoi","Nakroth","4","TheJoker","Tel'Annas","Omen","Aya"
"DWU","ArchA","1","27-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Yena","Keera","Yue","Laville","Toro","17:33","Lumburr","Capheny","Iggy","Volkath","Arthur","Aya","Tulen","Skud","Aoi","1","Mina","Thane","Zip","Omen"
"DWU","ArchA","2","27-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Airi","Tulen","Liliana","Hayate","Omen","17:07","Zip","Tel'Annas","Lorion","Zill","Yena","Yue","Laville","Yorn","Riktor","2","Aoi","Nakroth","Krixi","Aya"
"DWU","ArchA","1","27-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Veres","Kriknak","Krixi","Slimz","Baldum","15:56","Cresht","TheJoker","Ilumia","Nakroth","LuBu","Aya","Yue","Laville","Hayate","3","Tachi","Eland'orr","Lorion","Zip"
"DWU","ArchA","1","27-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Errol","Eland'orr","Lorion","Moren","Tachi","19:45","Roxie","Valhein","Zata","Ryoma","Omen","Liliana","Yue","Laville","Elsu","4","Florentino","Yena","Zip","Aya"
"DWU","ArchA","1","27-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Ryoma","LuBu","Zata","Elsu","Roxie","16:30","Tachi","Slimz","Tulen","Airi","Superman","Aya","Liliana","Florentino","Errol","5","Riktor","Aoi","Iggy","Zip"
"ArchA","DG","1","26-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Riktor","Tulen","Liliana","Elsu","Ormarr","17:35","WonderWoman","Superman","Lorion","Slimz","Amily","Omen","Roxie","Aoi","Volkath","1","Yena","Florentino","Yue","Aya"
"ArchA","DG","2","26-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Florentino","Eland'orr","Krixi","Capheny","Xeniel","21:41","Zip","Hayate","Liliana","Wisp","Qi","Aya","Lumburr","Butterfly","Tulen","2","Valhein","TheJoker","Lorion","Omen"
"ArchA","DG","2","26-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Ryoma","LuBu","Yue","Laville","WonderWoman","26:03","Lumburr","Moren","Iggy","Aoi","Tachi","Omen","Krixi","Volkath","Yena","3","Nakroth","Qi","Lorion","Aya"
"ArchA","DG","2","26-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Skud","Aoi","Lorion","TheJoker","Lumburr","14:29","Roxie","Laville","Krixi","Veres","Airi","Aya","Omen","Keera","Tulen","4","Qi","Kriknak","Hayate","Mina"
"ArchA","DG","1","26-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Omen","Errol","Annette","Slimz","Baldum","17:31","Volkath","Violet","Tulen","Fennik","LuBu","Mina","Florentino","TheJoker","Xeniel","5","Qi","Kriknak","Hayate","Aya"
"ArchA","DG","1","26-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Amily","Yena","Iggy","Yorn","Zip","11:57","Riktor","Zuka","Lauriel","Eland'orr","Omen","Aya","Florentino","Yue","Annette","6","Wisp","Moren","Hayate","Mina"
"ArchA","DG","1","26-March-2022","4:00:00 PM","ASL2022Spring","Indonesia","Riktor","Nakroth","Liliana","Laville","Zip","16:03","Mina","Hayate","Krixi","Errol","Tachi","Omen","Florentino","Airi","Aoi","7","Qi","Roxie","Lorion","Aya"
"HKA","ONE","1","26-February-2022","2:00:00 PM","GCS2022Spring","Taiwan","Tachi","Keera","Liliana","Tel'Annas","Roxie","16:41","Xeniel","Laville","Lorion","Kriknak","Veres","Aya","Elsu","Aoi","Florentino","1","Eland'orr","Airi","Superman","Omen"
"HKA","ONE","2","26-February-2022","2:00:00 PM","GCS2022Spring","Taiwan","Yena","Tulen","Krixi","Elsu","Arum","40:00","Peura","Slimz","Dirak","Skud","Airi","Omen","Aoi","Keera","Iggy","2","Kriknak","Nakroth","Yue","Aya"
"HKA","ONE","2","26-February-2022","2:00:00 PM","GCS2022Spring","Taiwan","Qi","Errol","Yue","Laville","Lumburr","30:17","Baldum","TheJoker","Krixi","Aoi","Florentino","Aya","Omen","Elsu","Hayate","3","Xeniel","Airi","Mina","Lorion"
"HKA","ONE","1","26-February-2022","2:00:00 PM","GCS2022Spring","Taiwan","Airi","Sinestrea","Lorion","Capheny","Baldum","15:43","Ata","Hayate","Liliana","Nakroth","Omen","Aya","Yue","Keera","Roxie","4","Eland'orr","Kriknak","Mina","Aoi"
"HKA","ONE","2","26-February-2022","2:00:00 PM","GCS2022Spring","Taiwan","Riktor","Skud","Iggy","Slimz","Arthur","23:46","WonderWoman","Elsu","Ryoma","Tulen","Yena","Roxie","Yue","LuBu","Tachi","5","Omen","Peura","Aoi","Aya"
"MOP","MAD","2","26-February-2022","5:00:00 PM","GCS2022Spring","Taiwan","Omen","Skud","Liliana","Moren","Lumburr","14:14","Thane","TheJoker","Lorion","Eland'orr","Mina","Florentino","Hayate","Elsu","Baldum","1","Kriknak","Keera","Yue","Aya"
"MOP","MAD","2","26-February-2022","5:00:00 PM","GCS2022Spring","Taiwan","Errol","Keera","Zata","Capheny","Tachi","16:10","Baldum","Slimz","Krixi","Kriknak","LuBu","Aya","Yue","Florentino","Elsu","2","Airi","TheJoker","Aoi","Lorion"
"MOP","MAD","1","26-February-2022","5:00:00 PM","GCS2022Spring","Taiwan","Amily","Ryoma","Iggy","Slimz","Roxie","26:40","Lumburr","Elsu","Raz","Tulen","Superman","Aya","Yue","Zata","Florentino","3","Eland'orr","Kriknak","Aoi","Lorion"
"MOP","MAD","2","26-February-2022","5:00:00 PM","GCS2022Spring","Taiwan","Airi","Aoi","Lorion","Violet","Baldum","13:22","Tachi","Hayate","Iggy","Qi","Ryoma","Omen","Liliana","Yena","Keera","4","Elsu","Alice","Yue","Aya"
"FW","MOP","2","27-February-2022","2:00:00 PM","GCS2022Spring","Taiwan","Riktor","Aoi","Zata","Tel'Annas","Tachi","19:40","Roxie","Laville","Lorion","Kriknak","Yena","Aya","Yue","LuBu","Airi","1","Superman","Eland'orr","Hayate","Omen"
"FW","MOP","1","27-February-2022","2:00:00 PM","GCS2022Spring","Taiwan","LuBu","Veres","Krixi","Hayate","Baldum","37:12","WonderWoman","Capheny","Dirak","Eland'orr","Amily","Omen","Yue","Airi","Florentino","2","Keera","Kriknak","Lorion","Aya"
"FW","MOP","2","27-February-2022","2:00:00 PM","GCS2022Spring","Taiwan","Yena","Keera","Liliana","Capheny","WonderWoman","13:54","Lumburr","Yorn","Krixi","Tachi","LuBu","Aoi","Omen","Baldum","Riktor","3","Kriknak","Florentino","Yue","Aya"
"FW","MOP","2","27-February-2022","2:00:00 PM","GCS2022Spring","Taiwan","Omen","Eland'orr","Raz","Laville","Lumburr","24:18","Baldum","Slimz","Iggy","Veres","Florentino","Aoi","Mina","Violet","Ryoma","4","TheJoker","Airi","Yue","Aya"
"BRO","MAD","2","27-February-2022","5:00:00 PM","GCS2022Spring","Taiwan","LuBu","Kriknak","Krixi","Elsu","Thane","17:22","Amily","Slimz","Iggy","Qi","Veres","Omen","Yue","Florentino","Eland'orr","1","Aoi","Baldum","Lorion","Aya"
"BRO","MAD","1","27-February-2022","5:00:00 PM","GCS2022Spring","Taiwan","Amily","Butterfly","Liliana","Hayate","Roxie","20:31","Tachi","Wisp","Raz","Eland'orr","Yena","Omen","Lorion","Elsu","Capheny","2","Wukong","Ryoma","Yue","Aya"
"BRO","MAD","1","27-February-2022","5:00:00 PM","GCS2022Spring","Taiwan","Ryoma","Tulen","Lorion","Capheny","Veres","14:49","Riktor","Hayate","Krixi","Aoi","LuBu","Omen","Elsu","Baldum","Roxie","3","Keera","Eland'orr","Yue","Aya"
"BRO","MAD","1","27-February-2022","5:00:00 PM","GCS2022Spring","Taiwan","Superman","Wukong","Iggy","Slimz","Lumburr","13:03","Roxie","Laville","Yue","Batman","Ryoma","Aya","Lorion","Airi","Florentino","4","Keera","Volkath","Aoi","Omen"
"BRO","MAD","2","26-March-2022","2:00:00 PM","GCS2022Spring","Taiwan","Qi","Eland'orr","Ryoma","Tulen","Riktor","12:43","Ormarr","Slimz","Liliana","Wukong","WonderWoman","Aya","Lorion","Zuka","Yena","1","TheJoker","Elsu","Aoi","Omen"
"BRO","MAD","1","26-March-2022","2:00:00 PM","GCS2022Spring","Taiwan","Roxie","Kriknak","Elsu","Liliana","Veres","24:59","Cresht","Hayate","Raz","Ryoma","Volkath","Aya","Lorion","Florentino","Aoi","2","Wisp","Eland'orr","Iggy","Omen"
"BRO","MAD","2","26-March-2022","2:00:00 PM","GCS2022Spring","Taiwan","LuBu","Zuka","Violet","Krixi","Lumburr","13:37","Toro","TheJoker","Tulen","Wisp","Yena","Aya","Lorion","Veres","Riktor","3","Volkath","Wukong","Aoi","Omen"
"BRO","MAD","2","26-March-2022","2:00:00 PM","GCS2022Spring","Taiwan","Xeniel","Keera","Yue","Slimz","Omen","17:30","Zip","Zuka","Lorion","Violet","Tachi","Florentino","Mina","Airi","Roxie","4","Wukong","Aoi","Hayate","Aya"
"ONE","HKA","1","26-March-2022","5:00:00 PM","GCS2022Spring","Taiwan","Riktor","Errol","Iggy","Elsu","Roxie","23:33","Arthur","TheJoker","Yue","Volkath","Superman","Aya","Lorion","Veres","Eland'orr","1","LuBu","Skud","Aoi","Omen"
"ONE","HKA","2","26-March-2022","5:00:00 PM","GCS2022Spring","Taiwan","Yena","Volkath","Liliana","Laville","Lumburr","17:40","Zip","Tel'Annas","Raz","LuBu","Airi","Omen","Aoi","Riktor","Baldum","2","Eland'orr","Keera","Lorion","Aya"
"ONE","HKA","1","26-March-2022","5:00:00 PM","GCS2022Spring","Taiwan","Qi","Tachi","Krixi","Hayate","Baldum","14:17","Thane","Laville","Lorion","Veres","Zuka","Aya","Omen","Keera","Sinestrea","3","Airi","Florentino","Mina","Aoi"
"ONE","HKA","1","26-March-2022","5:00:00 PM","GCS2022Spring","Taiwan","LuBu","Tulen","Raz","TheJoker","Veres","27:10","Lumburr","Elsu","Iggy","WonderWoman","Tachi","Omen","Eland'orr","Skud","Florentino","4","Airi","Aoi","Lorion","Aya"
"MOP","FW","2","27-March-2022","2:00:00 PM","GCS2022Spring","Taiwan","Yena","Eland'orr","Lorion","Hayate","Xeniel","28:25","Aleister","Laville","Yue","Airi","LuBu","Aya","Elsu","Alice","Arum","1","Volkath","Ryoma","Iggy","Omen"
"MOP","FW","1","27-March-2022","2:00:00 PM","GCS2022Spring","Taiwan","Wukong","Aoi","Krixi","Wisp","Tachi","16:35","Veres","Capheny","Lorion","Tulen","Riktor","Aya","Hayate","TheJoker","Zuka","2","Florentino","Airi","Elsu","Omen"
"MOP","FW","2","27-March-2022","2:00:00 PM","GCS2022Spring","Taiwan","LuBu","Skud","Iggy","Elsu","Lumburr","24:42","Toro","Slimz","Krixi","Kriknak","Ryoma","Omen","Aoi","Peura","Volkath","3","Zuka","Tulen","Riktor","Aya"
"MOP","FW","2","27-March-2022","2:00:00 PM","GCS2022Spring","Taiwan","Superman","Slimz","Raz","Zuka","WonderWoman","19:45","Roxie","Hayate","Liliana","Tachi","Yena","Aya","Iggy","Aoi","Volkath","4","Kriknak","Tulen","Yue","Omen"
"BRO","HKA","1","27-March-2022","5:00:00 PM","GCS2022Spring","Taiwan","Ryoma","Kriknak","Liliana","Elsu","Ormarr","12:50","Baldum","Slimz","Yue","Zuka","Riktor","Omen","Iggy","Airi","Lumburr","1","Keera","Aoi","Lorion","Aya"
"BRO","HKA","1","27-March-2022","5:00:00 PM","GCS2022Spring","Taiwan","Yena","Eland'orr","Lorion","TheJoker","Veres","09:43","Roxie","Laville","Liliana","Wukong","Qi","Omen","Elsu","Kriknak","Ryoma","2","Tachi","Superman","Aoi","Aya"
"BRO","HKA","1","27-March-2022","5:00:00 PM","GCS2022Spring","Taiwan","Qi","Wukong","Krixi","Hayate","Roxie","17:18","Zip","Tel'Annas","Iggy","Eland'orr","Airi","Omen","Lorion","Kriknak","Keera","3","Aoi","Volkath","Yue","Aya"
"HKA","BRO","2","5-March-2022","2:00:00 PM","GCS2022Spring","Taiwan","Florentino","Kriknak","Liliana","Capheny","Roxie","10:39","Alice","Hayate","Lorion","LuBu","Ryoma","Aya","Laville","Aoi","Keera","1","Airi","Eland'orr","Elsu","Omen"
"HKA","BRO","1","5-March-2022","2:00:00 PM","GCS2022Spring","Taiwan","Airi","Errol","Yue","TheJoker","Riktor","23:30","Xeniel","Slimz","WonderWoman","Tulen","Yena","Aya","Superman","Skud","Roxie","2","LuBu","Eland'orr","Lorion","Omen"
"HKA","BRO","1","5-March-2022","2:00:00 PM","GCS2022Spring","Taiwan","Superman","Keera","Iggy","Laville","Tachi","18:21","Roxie","Elsu","Krixi","Kriknak","Florentino","Omen","Yue","Aoi","Wukong","3","Baldum","Alice","Lorion","Aya"
"HKA","BRO","1","5-March-2022","2:00:00 PM","GCS2022Spring","Taiwan","Zuka","Aoi","Lorion","Slimz","Lumburr","12:56","Baldum","Violet","Liliana","Airi","Veres","Aya","Omen","Qi","Eland'orr","4","Max","Yena","Mina","Elsu"
"MOP","BRO","2","6-March-2022","2:00:00 PM","GCS2022Spring","Taiwan","LuBu","Butterfly","Iggy","Hayate","Xeniel","21:26","Tachi","Capheny","Yue","Aoi","Airi","Aya","Lorion","Florentino","Alice","1","Lumburr","Roxie","Eland'orr","Omen"
"MOP","BRO","2","6-March-2022","2:00:00 PM","GCS2022Spring","Taiwan","Riktor","Skud","Raz","Yorn","Thane","12:17","Roxie","Violet","Krixi","Kriknak","Ryoma","Aya","Lorion","Elsu","TheJoker","2","Lumburr","Zip","Tachi","Omen"
"MOP","BRO","2","6-March-2022","2:00:00 PM","GCS2022Spring","Taiwan","Amily","Aoi","Krixi","Slimz","Baldum","21:21","Veres","Elsu","Raz","Eland'orr","Omen","Aya","Lorion","LuBu","Hayate","3","Airi","Capheny","Mina","Florentino"
"HKA","MAD","2","6-March-2022","5:00:00 PM","GCS2022Spring","Taiwan","Riktor","Aoi","Raz","Elsu","Rouie","18:17","Cresht","Volkath","Lorion","Slimz","Ryoma","Aya","Laville","Qi","Tulen","1","Roxie","Baldum","Eland'orr","Omen"
"HKA","MAD","1","6-March-2022","5:00:00 PM","GCS2022Spring","Taiwan","Airi","Skud","Yue","Slimz","Xeniel","15:12","Toro","TheJoker","Ilumia","Wisp","Yena","Aya","Aoi","Keera","Iggy","2","Roxie","Tachi","Lorion","Omen"
"HKA","MAD","2","6-March-2022","5:00:00 PM","GCS2022Spring","Taiwan","Errol","Kriknak","Krixi","Capheny","Tachi","13:27","Veres","Hayate","WonderWoman","Tulen","LuBu","Aoi","Omen","Yue","Airi","3","Florentino","Eland'orr","Lorion","Aya"
"HKA","MAD","1","6-March-2022","5:00:00 PM","GCS2022Spring","Taiwan","Veres","Ryoma","Iggy","Laville","WonderWoman","25:20","Tachi","Mina","Raz","Eland'orr","Kil'Groth","Aya","Yue","Airi","Florentino","4","Keera","Tulen","Lorion","Omen"
