Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
DWU,Hertz,1,2/25/2022,4:00:00 PM,ASL2022Spring,Indonesia,Murad,LuBu,Tulen,Laville,Zip,10:46,Lumburr,Slimz,Lorion,Tachi,Superman,Omen,Roxie,Eland'orr,Keera,1,Florentino,Yena,Aya,Yue,Axiorety
DWU,Hertz,1,2/25/2022,4:00:00 PM,ASL2022Spring,Indonesia,Bright,Nakroth,Krixi,Zuka,Krizzix,13:06,Alice,Wukong,Ignis,Keera,Florentino,Aya,Elsu,Laville,TheJoker,2,Hayate,Omen,Yue,Lorion,Twenty
DG,AIW,1,2/25/2022,6:00:00 PM,ASL2022Spring,Indonesia,Airi,Aoi,Yue,Capheny,Lumburr,14:16,WonderWoman,Hayate,Lorion,Eland'orr,Tachi,Omen,Elsu,Keera,Nakroth,1,Amily,Ormarr,Florentino,Aya,Pahlevi
DG,AIW,1,2/25/2022,6:00:00 PM,ASL2022Spring,Indonesia,Superman,Keera,Liliana,Laville,Roxie,25:31,Thane,Slimz,Yue,Nakroth,Skud,Aya,Tulen,Mina,Aoi,2,Krixi,Krixi,Omen,Lorion,Pahlevi
NS,ArchA,2,2/25/2022,8:00:00 PM,ASL2022Spring,Indonesia,Mina,Kriknak,Iggy,Hayate,Rouie,14:26,Lumburr,Laville,Krixi,Tulen,Superman,Florentino,Yue,Tachi,Liliana,1,Aoi,Aoi,Lorion,Aya,HQAQ
NS,ArchA,2,2/25/2022,8:00:00 PM,ASL2022Spring,Indonesia,Roxie,Veres,Lauriel,Violet,Baldum,11:40,Aya,Hayate,Liliana,Wisp,Omen,Florentino,Yue,Eland'orr,Aoi,2,Laville,TheJoker,Tulen,Lumburr,HQAQ
ArchA,DG,2,3/2/2022,4:00:00 PM,ASL2022Spring,Indonesia,Yena,LuBu,Yue,Hayate,Lumburr,14:45,WonderWoman,Laville,Iggy,Aoi,Amily,Omen,Lorion,Alice,Superman,1,Keera,Qi,Tulen,Aya,Ayep
ArchA,DG,1,3/2/2022,4:00:00 PM,ASL2022Spring,Indonesia,Omen,Keera,Krixi,Laville,Krizzix,25:02,Superman,Capheny,Lorion,Qi,Florentino,Aya,Yue,Mina,Zip,2,Kriknak,Aoi,Roxie,Tulen,HQAQ
ArchA,DG,1,3/2/2022,4:00:00 PM,ASL2022Spring,Indonesia,Mina,Nakroth,Iggy,Tel'Annas,Zip,14:24,Roxie,TheJoker,Krixi,Eland'orr,Yena,Aya,Omen,Airi,Hayate,3,Qi,Slimz,Violet,Tulen,HQAQ
Hertz,NS,1,3/2/2022,6:00:00 PM,ASL2022Spring,Indonesia,Omen,Veres,Liliana,Hayate,WonderWoman,12:41,Mina,Slimz,Iggy,Tulen,Qi,Aya,Florentino,Krixi,Aoi,1,Kriknak,Keera,Yue,Lumburr,Hound
Hertz,NS,1,3/2/2022,6:00:00 PM,ASL2022Spring,Indonesia,Tachi,Qi,Yue,Laville,Roxie,15:21,Lumburr,Wisp,Liliana,Aoi,Superman,Omen,Florentino,Capheny,Hayate,2,Eland'orr,Airi,Lorion,Aya,Diy
AIW,DWU,2,3/2/2022,8:00:00 PM,ASL2022Spring,Indonesia,Yena,Nakroth,Lorion,Slimz,WonderWoman,23:26,Xeniel,Elsu,Tulen,Florentino,Riktor,Omen,Liliana,Roxie,Krixi,1,Keera,Eland'orr,Laville,Aya,Enyx
AIW,DWU,2,3/2/2022,8:00:00 PM,ASL2022Spring,Indonesia,Tachi,LuBu,Liliana,Laville,Baldum,18:50,Zip,Capheny,Lorion,Veres,Ryoma,Aya,Hayate,Airi,Eland'orr,2,Roxie,Mina,Florentino,Omen,Enyx
DG,Hertz,1,3/3/2022,4:00:00 PM,ASL2022Spring,Indonesia,Amily,Butterfly,Lorion,Hayate,Mina,19:11,Omen,Slimz,Liliana,Kriknak,Florentino,Tulen,Tachi,Airi,Keera,1,Aoi,Eland'orr,Yue,Aya,Nugs
DG,Hertz,1,3/3/2022,4:00:00 PM,ASL2022Spring,Indonesia,Yena,Aoi,Yue,Laville,Veres,12:07,Lumburr,Capheny,Krixi,Qi,Roxie,Aya,Hayate,Eland'orr,Tachi,2,Tulen,Keera,WonderWoman,Omen,SKRULL
DWU,NS,1,3/3/2022,5:30:00 PM,ASL2022Spring,Indonesia,WonderWoman,Volkath,Lorion,Tel'Annas,Zip,09:58,Alice,Hayate,Riktor,Tulen,Amily,Florentino,Omen,Skud,Yena,1,Keera,Tachi,Aya,Yue,Axiorety
DWU,NS,1,3/3/2022,5:30:00 PM,ASL2022Spring,Indonesia,Murad,Sinestrea,Liliana,Laville,Omen,14:21,Krizzix,Violet,DiaoChan,Volkath,Florentino,Aya,Lorion,TheJoker,Aoi,2,Paine,Eland'orr,Yue,Hayate,Enyx
AIW,ArchA,2,3/3/2022,6:40:00 PM,ASL2022Spring,Indonesia,Yena,Eland'orr,Lorion,Laville,WonderWoman,13:57,Roxie,Hayate,Iggy,Tulen,Airi,Omen,Liliana,Florentino,Krixi,1,Nakroth,Keera,Yue,Aya,Senko
AIW,ArchA,2,3/3/2022,6:40:00 PM,ASL2022Spring,Indonesia,Skud,Florentino,Iggy,Hayate,Roxie,25:26,Lumburr,Laville,Yue,Aoi,Qi,Aya,Lorion,Eland'orr,Keera,2,Tachi,Nakroth,Tulen,Omen,Fadel
DG,NS,1,3/9/2022,4:00:00 PM,ASL2022Spring,Indonesia,Yena,Aoi,Lorion,Laville,Ormarr,14:59,Krizzix,Hayate,Krixi,Paine,Superman,Omen,Florentino,Kriknak,Qi,1,Lumburr,Roxie,Aya,Yue,One
DG,NS,1,3/9/2022,4:00:00 PM,ASL2022Spring,Indonesia,Ryoma,Eland'orr,Liliana,Florentino,Tachi,09:23,Baldum,Violet,Zata,Keera,Riktor,Aya,Yue,Lorion,Ilumia,2,Superman,Volkath,Hayate,Omen,Ayep
AIW,Hertz,2,3/9/2022,6:00:00 PM,ASL2022Spring,Indonesia,Skud,Kriknak,Lorion,Laville,Roxie,23:50,WonderWoman,Hayate,Zata,Tulen,Airi,Omen,Liliana,Eland'orr,Keera,1,Aoi,Nakroth,Yue,Aya,Diy
AIW,Hertz,2,3/9/2022,6:00:00 PM,ASL2022Spring,Indonesia,Yena,Florentino,Liliana,TheJoker,Xeniel,18:17,Tachi,Slimz,Lorion,Nakroth,Qi,Aya,Yue,Laville,Baldum,2,Aoi,Eland'orr,Hayate,Omen,JesterFKT
ArchA,DWU,2,3/9/2022,8:00:00 PM,ASL2022Spring,Indonesia,Zuka,Keera,Tulen,Laville,Lumburr,13:21,Krizzix,Moren,Krixi,LuBu,Florentino,Omen,Lorion,Kriknak,Hayate,1,Yena,Eland'orr,Yue,Aya,Enyx
ArchA,DWU,1,3/9/2022,8:00:00 PM,ASL2022Spring,Indonesia,Yena,Nakroth,Lorion,Slimz,Mina,16:57,Lumburr,Hayate,Yue,Tulen,Veres,Aya,Zip,Laville,Capheny,2,Aoi,Skud,Florentino,Omen,Fadel
ArchA,DWU,2,3/9/2022,8:00:00 PM,ASL2022Spring,Indonesia,Superman,LuBu,Liliana,TheJoker,Roxie,19:13,Tachi,Elsu,Iggy,Keera,Yena,Lorion,Mina,Laville,Skud,3,Aoi,Eland'orr,Omen,Aya,Enyx
Hertz,ArchA,2,3/10/2022,4:00:00 PM,ASL2022Spring,Indonesia,Qi,Veres,Yue,Laville,WonderWoman,11:24,Tachi,Slimz,Iggy,Kriknak,Skud,Omen,Hayate,Elsu,Eland'orr,1,Tulen,Florentino,Lorion,Aya,Fadel
Hertz,ArchA,2,3/10/2022,4:00:00 PM,ASL2022Spring,Indonesia,Riktor,Butterfly,Liliana,Hayate,Tachi,09:27,Peura,Tel'Annas,Lorion,LuBu,Yena,Aya,Yue,Aoi,Eland'orr,2,Keera,Superman,Tulen,Omen,Fadel
NS,AIW,2,3/10/2022,6:00:00 PM,ASL2022Spring,Indonesia,Omen,Kriknak,Ilumia,Violet,Lumburr,17:59,WonderWoman,Hayate,Tulen,LuBu,Mina,Yue,Liliana,Florentino,Aoi,1,Baldum,Krixi,Lorion,Aya,Flava
NS,AIW,1,3/10/2022,6:00:00 PM,ASL2022Spring,Indonesia,Veres,Qi,Krixi,Slimz,Grakk,13:18,Xeniel,Laville,Lorion,Nakroth,Volkath,Aya,Yue,Florentino,Omen,2,Krizzix,Baldum,Liliana,Hayate,YGiNers
NS,AIW,2,3/10/2022,6:00:00 PM,ASL2022Spring,Indonesia,LuBu,Aoi,Yue,Wisp,Baldum,25:28,Lumburr,Slimz,Iggy,Butterfly,Skud,Liliana,Omen,Qi,Eland'orr,3,Hayate,Florentino,Lorion,Aya,Flava
DWU,DG,1,3/10/2022,8:00:00 PM,ASL2022Spring,Indonesia,Murad,Tachi,Yue,Laville,Lumburr,22:54,Mina,Hayate,Iggy,Nakroth,Superman,Omen,Florentino,Slimz,Aoi,1,Yena,Eland'orr,Lorion,Aya,Axiorety
DWU,DG,2,3/10/2022,8:00:00 PM,ASL2022Spring,Indonesia,Airi,Yena,Krixi,TheJoker,Roxie,16:58,Peura,Capheny,Lorion,Skud,Florentino,Aya,Yue,Keera,LuBu,2,Tulen,Eland'orr,Hayate,Omen,Pahlevi
DWU,DG,1,3/10/2022,8:00:00 PM,ASL2022Spring,Indonesia,Omen,LuBu,Iggy,Slimz,Mina,21:55,Grakk,Laville,Liliana,Veres,Roxie,Aya,Yue,Eland'orr,Aoi,3,Zip,Keera,Lorion,Hayate,Enyx
ArchA,NS,1,3/11/2022,4:00:00 PM,ASL2022Spring,Indonesia,Superman,Nakroth,Ilumia,Hayate,Lumburr,13:36,Gildur,Elsu,Iggy,Eland'orr,Zuka,Omen,Tulen,Aoi,Yena,1,Florentino,Volkath,Aya,Yue,Senko
ArchA,NS,1,3/11/2022,4:00:00 PM,ASL2022Spring,Indonesia,Riktor,Ryoma,Lauriel,Elsu,Peura,22:51,Mina,Hayate,Krixi,Tulen,Veres,Aya,Lorion,Alice,Aoi,2,Eland'orr,Kriknak,Liliana,Yue,Senko
AIW,DG,1,3/11/2022,6:00:00 PM,ASL2022Spring,Indonesia,Yena,Nakroth,Tulen,Hayate,WonderWoman,30:50,Xeniel,Elsu,Liliana,Aoi,Riktor,Omen,Lorion,Florentino,Superman,1,LuBu,Qi,Yue,Aya,Ecot
AIW,DG,2,3/11/2022,6:00:00 PM,ASL2022Spring,Indonesia,Skud,Eland'orr,Liliana,Slimz,Lumburr,12:42,Roxie,Laville,Krixi,Keera,Airi,Aya,Omen,Florentino,Superman,2,Aoi,LuBu,Yue,Mina,Pahlevi
AIW,DG,2,3/11/2022,6:00:00 PM,ASL2022Spring,Indonesia,Tachi,Florentino,Lorion,Laville,Ormarr,28:26,Lumburr,Slimz,Yue,Qi,Mina,Aya,Hayate,Eland'orr,Superman,3,Xeniel,Roxie,Iggy,Omen,Ayep
Hertz,DWU,2,3/11/2022,8:00:00 PM,ASL2022Spring,Indonesia,Omen,Kriknak,Zata,Slimz,Zip,13:41,Tachi,Capheny,Liliana,Volkath,Mina,Lorion,Hayate,Elsu,Laville,1,Aoi,Keera,Yue,Aya,Enyx
Hertz,DWU,1,3/11/2022,8:00:00 PM,ASL2022Spring,Indonesia,Mina,Keera,Tulen,Hayate,WonderWoman,13:41,Omen,Laville,Krixi,Airi,Florentino,Aya,Yue,Roxie,Eland'orr,2,LuBu,Liliana,Iggy,Lorion,Diy
Hertz,DWU,1,3/11/2022,8:00:00 PM,ASL2022Spring,Indonesia,Roxie,Veres,Liliana,Laville,Riktor,23:52,Thane,Slimz,Iggy,Kil'Groth,Skud,Hayate,Lorion,Eland'orr,Yena,3,Tachi,Superman,Yue,Aya,FJ
DWU,AIW,1,3/16/2022,4:00:00 PM,ASL2022Spring,Indonesia,Yena,Aoi,Lorion,Slimz,Zip,17:04,WonderWoman,Hayate,Liliana,Qi,Skud,Omen,Florentino,Keera,Yena,1,Tachi,Laville,Yue,Aya,Enyx
DWU,AIW,1,3/16/2022,4:00:00 PM,ASL2022Spring,Indonesia,Omen,Eland'orr,Iggy,Laville,Mina,09:50,Lumburr,Slimz,Yue,LuBu,Tachi,Florentino,Liliana,Keera,Roxie,2,Yena,Nakroth,Lorion,Aya,Enyx
NS,Hertz,2,3/16/2022,5:30:00 PM,ASL2022Spring,Indonesia,Superman,Qi,Lorion,Laville,Alice,22:29,Veres,Capheny,Krixi,Volkath,Omen,Yue,Liliana,Eland'orr,Keera,1,Aoi,Krizzix,Hayate,Aya,Hound
NS,Hertz,2,3/16/2022,5:30:00 PM,ASL2022Spring,Indonesia,Florentino,Volkath,Iggy,Slimz,Baldum,11:26,Krizzix,Laville,Liliana,Fennik,Riktor,Yue,Hayate,Kriknak,Eland'orr,2,Keera,Aoi,Tulen,Yue,Keitoo
DG,ArchA,2,3/16/2022,8:00:00 PM,ASL2022Spring,Indonesia,Superman,Eland'orr,Lorion,Slimz,Riktor,20:32,Lumburr,Elsu,Raz,Aoi,Yena,Omen,Florentino,Liliana,Krixi,1,LuBu,Qi,Hayate,Aya,Muhfers
DG,ArchA,1,3/16/2022,8:00:00 PM,ASL2022Spring,Indonesia,Airi,LuBu,Liliana,Laville,Roxie,21:47,Tachi,TheJoker,Lorion,Keera,Florentino,Aya,Hayate,Mina,Eland'orr,2,Aoi,Qi,Tulen,Omen,1Z
DG,ArchA,1,3/16/2022,8:00:00 PM,ASL2022Spring,Indonesia,Veres,Fennik,Krixi,Hayate,Xeniel,16:56,Qi,Ryoma,Liliana,Eland'orr,Qi,Aya,Laville,Zip,Hayate,3,Lumburr,Keera,Iggy,Mina,1Z
NS,DWU,2,3/17/2022,4:00:00 PM,ASL2022Spring,Indonesia,Volkath,Veres,Lorion,Slimz,Rouie,12:37,Omen,Laville,Annette,Tachi,Allain,Yue,Hayate,Liliana,Eland'orr,1,Lumburr,Zip,Florentino,Aya,MAMMON
NS,DWU,2,3/17/2022,4:00:00 PM,ASL2022Spring,Indonesia,Yena,Qi,Krixi,Hayate,Mina,09:24,Zip,Volkath,Lorion,Tel'Annas,Butterfly,Yue,Aya,Elsu,Superman,2,Skud,Florentino,Iggy,Omen,Enyx
ArchA,AIW,1,3/17/2022,6:40:00 PM,ASL2022Spring,Indonesia,Riktor,Tulen,Aya,Elsu,Lumburr,17:43,Ormarr,Hayate,Lorion,Kriknak,Tachi,Omen,WonderWoman,Nakroth,Aoi,1,Liliana,Florentino,Roxie,Aya,HQAQ
ArchA,AIW,1,3/17/2022,6:40:00 PM,ASL2022Spring,Indonesia,Mina,LuBu,Raz,Laville,WonderWoman,14:06,Omen,Elsu,Liliana,Ryoma,Yena,Aya,Yue,Nakroth,Lumburr,2,Aoi,Keera,Lorion,Roxie,HQAQ
DWU,Hertz,1,3/24/2022,4:00:00 PM,ASL2022Spring,Indonesia,Ryoma,Zuka,Yue,Capheny,Lumburr,15:52,Tachi,Hayate,Liliana,Aoi,Skud,Mina,Lorion,Volkath,Tulen,1,LuBu,Eland'orr,Aya,Omen,Axiorety
DWU,Hertz,1,3/24/2022,4:00:00 PM,ASL2022Spring,Indonesia,LuBu,Murad,Krixi,Slimz,Tachi,17:34,Lumburr,Elsu,Yue,Tulen,Riktor,Aya,Omen,Veres,Roxie,2,Laville,Hayate,Mina,Lorion,Enyx
DWU,Hertz,1,3/24/2022,4:00:00 PM,ASL2022Spring,Indonesia,Florentino,Eland'orr,Lorion,TheJoker,Zip,13:33,WonderWoman,Laville,Krixi,Kriknak,Omen,Mina,LuBu,Keera,Roxie,3,Butterfly,Volkath,Hayate,Aya,Enyx
ArchA,DG,1,3/24/2022,7:00:00 PM,ASL2022Spring,Indonesia,Riktor,Tulen,Yue,Slimz,Lumburr,14:28,Thane,Laville,Iggy,Keera,Arthur,Omen,Lorion,Nakroth,Aoi,1,Florentino,Mina,Hayate,Aya,ZeroZero
ArchA,DG,1,3/24/2022,7:00:00 PM,ASL2022Spring,Indonesia,Florentino,Nakroth,Krixi,TheJoker,WonderWoman,11:30,Xeniel,Wisp,Lorion,Eland'orr,Qi,Aya,Lumburr,Zip,Riktor,2,Krizzix,Aoi,Liliana,Omen,Fadel
ArchA,DG,2,3/24/2022,7:00:00 PM,ASL2022Spring,Indonesia,Omen,Veres,Liliana,Capheny,Baldum,17:12,WonderWoman,Hayate,Krixi,Errol,Roxie,Lumburr,Mina,Florentino,Riktor,3,Keera,Peura,Zip,Aya,1Z
ArchA,DG,1,3/24/2022,7:00:00 PM,ASL2022Spring,Indonesia,Zuka,Aoi,Iggy,Laville,Tachi,17:03,Mina,Elsu,Liliana,LuBu,Airi,Aya,Yue,Omen,Florentino,4,Roxie,Zip,Lorion,Hayate,ZeroZero
Hertz,DG,2,3/25/2022,4:00:00 PM,ASL2022Spring,Indonesia,Florentino,Eland'orr,Lorion,Riktor,Maloch,12:36,Mina,Laville,Zata,Ryoma,Qi,Omen,Liliana,Tulen,Aoi,1,Tachi,Roxie,Hayate,Aya,Ayep
Hertz,DG,1,3/25/2022,4:00:00 PM,ASL2022Spring,Indonesia,Roxie,Veres,Lorion,Moren,Riktor,16:20,Peura,Capheny,Krixi,Errol,Tachi,Hayate,Mina,Keera,Aoi,2,Wisp,Slimz,Omen,Aya,Hound
Hertz,DG,2,3/25/2022,4:00:00 PM,ASL2022Spring,Indonesia,Skud,Nakroth,Liliana,Capheny,Tachi,21:15,Mina,Laville,Yue,LuBu,Roxie,Aya,Omen,Airi,Lumburr,3,Keera,Aoi,Tulen,Hayate,Nugs
Hertz,DG,2,3/25/2022,4:00:00 PM,ASL2022Spring,Indonesia,Yena,Volkath,Annette,Slimz,Lumburr,09:22,Zip,Superman,Tulen,Wisp,WonderWoman,Aya,Aoi,Keera,Airi,4,Krixi,Yue,Omen,Hayate,Nugs
DWU,ArchA,2,3/25/2022,7:00:00 PM,ASL2022Spring,Indonesia,Murad,Volkath,Lorion,Violet,WonderWoman,18:17,Roxie,Elsu,Liliana,Tulen,Florentino,Aya,Yue,Aoi,Nakroth,1,Laville,Slimz,Zip,Omen,Muhfers
DWU,ArchA,1,3/25/2022,7:00:00 PM,ASL2022Spring,Indonesia,Yena,Lindis,Liliana,Hayate,Tachi,27:54,Riktor,Valhein,Raz,Eland'orr,LuBu,Omen,Yue,Aoi,Ryoma,2,Wukong,Butterfly,Krixi,Aya,Twenty
DWU,ArchA,1,3/25/2022,7:00:00 PM,ASL2022Spring,Indonesia,Ryoma,Aoi,Zata,Laville,Mina,25:17,Tachi,Hayate,Lorion,Qi,Taara,Aya,Yue,Yena,Skud,3,Iggy,Krixi,Omen,Eland'orr,Axiorety
DWU,ArchA,1,3/25/2022,7:00:00 PM,ASL2022Spring,Indonesia,Veres,LuBu,Iggy,Moren,Zip,14:54,WonderWoman,Slimz,Krixi,Kriknak,Zuka,Mina,Yue,Aoi,Nakroth,4,TheJoker,Tel'Annas,Omen,Aya,Axiorety
DWU,ArchA,1,3/27/2022,4:00:00 PM,ASL2022Spring,Indonesia,Yena,Keera,Yue,Laville,Toro,17:33,Lumburr,Capheny,Iggy,Volkath,Arthur,Aya,Tulen,Skud,Aoi,1,Mina,Thane,Zip,Omen,Enyx
DWU,ArchA,2,3/27/2022,4:00:00 PM,ASL2022Spring,Indonesia,Airi,Tulen,Liliana,Hayate,Omen,17:07,Zip,Tel'Annas,Lorion,Zill,Yena,Yue,Laville,Yorn,Riktor,2,Aoi,Nakroth,Krixi,Aya,Albion
DWU,ArchA,1,3/27/2022,4:00:00 PM,ASL2022Spring,Indonesia,Veres,Kriknak,Krixi,Slimz,Baldum,15:56,Cresht,TheJoker,Ilumia,Nakroth,LuBu,Aya,Yue,Laville,Hayate,3,Tachi,Eland'orr,Lorion,Zip,Axiorety
DWU,ArchA,1,3/27/2022,4:00:00 PM,ASL2022Spring,Indonesia,Errol,Eland'orr,Lorion,Moren,Tachi,19:45,Roxie,Valhein,Zata,Ryoma,Omen,Liliana,Yue,Laville,Elsu,4,Florentino,Yena,Zip,Aya,Enyx
DWU,ArchA,1,3/27/2022,4:00:00 PM,ASL2022Spring,Indonesia,Ryoma,LuBu,Zata,Elsu,Roxie,16:30,Tachi,Slimz,Tulen,Airi,Superman,Aya,Liliana,Florentino,Errol,5,Riktor,Aoi,Iggy,Zip,Axiorety
ArchA,DG,1,3/26/2022,4:00:00 PM,ASL2022Spring,Indonesia,Riktor,Tulen,Liliana,Elsu,Ormarr,17:35,WonderWoman,Superman,Lorion,Slimz,Amily,Omen,Roxie,Aoi,Volkath,1,Yena,Florentino,Yue,Aya,Fadel
ArchA,DG,2,3/26/2022,4:00:00 PM,ASL2022Spring,Indonesia,Florentino,Eland'orr,Krixi,Capheny,Xeniel,21:41,Zip,Hayate,Liliana,Wisp,Qi,Aya,Lumburr,Butterfly,Tulen,2,Valhein,TheJoker,Lorion,Omen,Ayep
ArchA,DG,2,3/26/2022,4:00:00 PM,ASL2022Spring,Indonesia,Ryoma,LuBu,Yue,Laville,WonderWoman,26:03,Lumburr,Moren,Iggy,Aoi,Tachi,Omen,Krixi,Volkath,Yena,3,Nakroth,Qi,Lorion,Aya,Pahlevi
ArchA,DG,2,3/26/2022,4:00:00 PM,ASL2022Spring,Indonesia,Skud,Aoi,Lorion,TheJoker,Lumburr,14:29,Roxie,Laville,Krixi,Veres,Airi,Aya,Omen,Keera,Tulen,4,Qi,Kriknak,Hayate,Mina,Pahlevi
ArchA,DG,1,3/26/2022,4:00:00 PM,ASL2022Spring,Indonesia,Omen,Errol,Annette,Slimz,Baldum,17:31,Volkath,Violet,Tulen,Fennik,LuBu,Mina,Florentino,TheJoker,Xeniel,5,Qi,Kriknak,Hayate,Aya,Senko
ArchA,DG,1,3/26/2022,4:00:00 PM,ASL2022Spring,Indonesia,Amily,Yena,Iggy,Yorn,Zip,11:57,Riktor,Zuka,Lauriel,Eland'orr,Omen,Aya,Florentino,Yue,Annette,6,Wisp,Moren,Hayate,Mina,Albion
ArchA,DG,1,3/26/2022,4:00:00 PM,ASL2022Spring,Indonesia,Riktor,Nakroth,Liliana,Laville,Zip,16:03,Mina,Hayate,Krixi,Errol,Tachi,Omen,Florentino,Airi,Aoi,7,Qi,Roxie,Lorion,Aya,Fadel
VE,MBFD,2,3/30/2022,2:00:00 PM,AIC2022SA,SA,Omen,Butterfly,Lorion,Tel'Annas,Riktor,16:34,Arthur,TheJoker,Aya,Skud,Airi,Yue,Mina,Eland'orr,Paine,1,Volkath,Hayate,Wisp,Laville,Ank
VE,MBFD,2,3/30/2022,2:00:00 PM,AIC2022SA,SA,Tachi,Keera,Liliana,Hayate,Lumburr,10:54,Payna,Capheny,Krixi,Eland'orr,Omen,Mina,Yue,Nakroth,Veres,2,Aoi,Paine,Volkath,Aya,Noodle
WEA,IMPKH,1,3/30/2022,3:30:00 PM,AIC2022SA,SA,Arthur,LuBu,Yue,Hayate,Arum,14:18,Baldum,Valhein,Lorion,Volkath,Airi,Paine,Mina,Tachi,Aya,1,Qi,Veres,Florentino,Riktor,ZeRo
WEA,IMPKH,2,3/30/2022,3:30:00 PM,AIC2022SA,SA,Omen,Keera,Liliana,Laville,Baldum,13:26,Aya,Wisp,Krixi,Zephys,Tachi,Yue,Capheny,Mina,Hayate,2,Volkath,Veres,Paine,Florentino,Rez
WEA,IMPKH,1,3/30/2022,3:30:00 PM,AIC2022SA,SA,Tachi,Errol,Lorion,Wisp,Lumburr,17:43,Arum,Violet,Yue,Paine,Arthur,Hayate,Mina,Capheny,Laville,3,Butterfly,Veres,Aya,Florentino,ANTHEM
Agon,WEOPx,2,3/30/2022,5:00:00 PM,AIC2022SA,SA,Omen,Errol,Yue,Slimz,Y'bneth,15:15,Baldum,Violet,Liliana,Volkath,Mina,Wisp,Tachi,Aya,Hayate,1,Grakk,Keera,Arum,Murad,MRCHARMIN
Agon,WEOPx,2,3/30/2022,5:00:00 PM,AIC2022SA,SA,Mina,Volkath,Krixi,Wisp,Cresht,14:33,Thane,Hayate,Tulen,Paine,Tachi,Aya,Yue,Liliana,Lorion,2,Arum,Murad,Elsu,TheJoker,PikaPika
WEOPx,SH,2,3/31/2022,1:30:00 PM,AIC2022SA,SA,Mina,Paine,Liliana,Hayate,Annette,09:39,Baldum,Eland'orr,Lorion,Kriknak,Airi,Yena,Tulen,Elsu,Keera,1,Aoi,Omen,Volkath,Aya,Reflect
WEOPx,SH,2,3/31/2022,1:30:00 PM,AIC2022SA,SA,Tachi,Wisp,Tulen,Celica,Baldum,16:08,Lumburr,Fennik,Ilumia,Paine,Max,Yena,Hayate,Yue,Keera,2,Omen,Eland'orr,Volkath,Aya,XHero
MBFD,WEA,1,3/31/2022,12:00:00 PM,AIC2022SA,SA,Mina,Veres,Lorion,Laville,Tachi,14:21,Zip,Wisp,Iggy,Paine,Airi,Volkath,Yue,Liliana,Krixi,1,LuBu,Skud,Aya,Hayate,Noodle
MBFD,WEA,1,3/31/2022,12:00:00 PM,AIC2022SA,SA,Qi,Tulen,Krixi,Capheny,Omen,14:02,Tachi,Hayate,Liliana,LuBu,Yena,Volkath,Yue,Mina,Lorion,2,Skud,Eland'orr,Aya,Arthur,Noodle
VE,IMPKH,1,3/30/2022,8:00:00 PM,AIC2022SA,SA,Airi,Butterfly,Aleister,Wisp,Aya,10:40,Mina,Violet,Ilumia,Volkath,Skud,Hayate,Yue,Krixi,Arum,1,Tachi,Riktor,Paine,Florentino,Win
VE,IMPKH,1,3/30/2022,8:00:00 PM,AIC2022SA,SA,Volkath,Eland'orr,Krixi,Hayate,Mina,17:58,Cresht,Valhein,Zata,Tachi,Arthur,Aya,Yue,Paine,Lorion,2,Liliana,Omen,Keera,Riktor,Win
Agon,VE,1,3/30/2022,9:30:00 PM,AIC2022SA,SA,Tachi,Zephys,Aleister,Slimz,Aya,12:36,Lumburr,Hayate,Liliana,LuBu,Florentino,Volkath,Yue,Omen,Quillen,1,Paine,Butterfly,Murad,Grakk,RAY
Agon,VE,2,3/30/2022,9:30:00 PM,AIC2022SA,SA,Omen,Paine,D'Arcy,Hayate,Arum,18:40,Y'bneth,Elsu,Yue,Eland'orr,Tachi,Aya,Volkath,Quillen,Errol,2,Violet,Zuka,Grakk,Murad,RAY
Agon,VE,2,3/30/2022,9:30:00 PM,AIC2022SA,SA,Allain,Qi,Liliana,Violet,Lumburr,11:48,Grakk,Tel'Annas,Raz,Paine,Errol,Aya,Volkath,Lorion,Zata,3,Y'bneth,Nakroth,Yue,Murad,RAY
PHI,VIE,2,5/20/2022,9:00:00 AM,31SEAGames,SEA,Zuka,Aoi,Krixi,Laville,Lumburr,09:47,Tachi,Elsu,Liliana,Nakroth,Mina,Aya,Lorion,Florentino,Yue,1,Airi,Veres,Iggy,Omen,Yiwei
PHI,VIE,2,5/20/2022,9:00:00 AM,31SEAGames,SEA,Airi,Keera,Iggy,Hayate,Baldum,07:30,Veres,Laville,Krixi,Eland'orr,Ryoma,Florentino,Lorion,Lumburr,TheJoker,2,Roxie,Mina,Omen,Aya,Fish
MAS,THA,2,5/20/2022,10:15:00 AM,31SEAGames,SEA,Mina,Volkath,Yue,Tel'Annas,Veres,17:18,Aya,TheJoker,Ryoma,Aoi,Yena,Lorion,Florentino,Zuka,Roxie,1,Krixi,Arum,Riktor,Omen,NTNz
MAS,THA,2,5/20/2022,10:15:00 AM,31SEAGames,SEA,Florentino,Zuka,Krixi,Hayate,Thane,16:28,Roxie,Elsu,Iggy,Wukong,Riktor,Lorion,Yue,Airi,Tulen,2,Xeniel,Nakroth,Aya,Omen,IpodPro
