web-scraper-order,web-scraper-start-url,comment,user,Experience time,score,location,Triptype,score1,score2,score3,score4,score5,score6,,
1643535515-903,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"The first staff who served us carry our luggage into our room and then introduce everything in the room. He was always smiling while standing in front of the main entrance, ready to serve during our visit.  The pool was surely perfect and I spend my morning there everyday.  The location was great as we can assess to most famous attactions easily.  
I will choose this hotel again when I visit Pattaya.",Kelly F,Date of stay: March 2018,5, ,Trip type: Traveled as a couple,null,null,null,null,null,null,,
1643535515-782,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"I think that it is good at all, except the pillow is too high, and the room arrangement made me disappointed. I have never thought that  i will got such mess, even if i have stayed many times in the hotel.",poonchaiho,Date of stay: May 2019,3,,Trip type: Traveled as a couple,4-Value,4-Rooms,4-Location,4-Cleanliness,3-Service,3-Sleep Quality,,
1643535515-1438,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,Location ans there swiming pool is good.The  sand inthe beach.  You should find out.,TomoT3,Date of stay: May 2010,5,"Shinagawa, Japan ",Trip type: Traveled solo,null,null,null,null,null,null,,
1643535515-1444,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"After our second trip to Hardrock Hotel, Pattaya ... all I can say is that it is one of the best locations in the world with something for everyone, young or old. The staff are friendly and helpful, activities all day long, spectacular sized swimming pool and good food. Most importantly, we were stranded there due to flight cancellations because of the Iceland Volcano and the staff couldn't do enough to assist us. From the table staff to reception staff and the General Manager Gorge ... who gave us the lowest room rate to assist financially while stranded which was so helpful when other hotels were turning out their guests and urging them to go and wait at the airport ... We stayed an extra 5 nights and they assisted in every way possible. Thank you HARD ROCK HOTEL and we shall see you soon again!
Danielle M and Dean S",danielle1717,Date of stay: April 2010,5,"Sydney, Australia ",Trip type: Traveled with family,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643535515-1159,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Good location 
Good service
Good bed
Good room
Good activity
All staff have a service mind
Fair food
Fair swimming pool
All clean
Xbox360 in the room but only one game
Free movie on tv but no thai sub title",prapasip,Date of stay: March 2017,5,Bangkok ,Trip type: Traveled with family,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643535515-1242,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,We stayed in this hotel on the first day of our Thailand visit and loved it.We reached the hotel quite early then our check in time but we were given room immediately.The room came with 2 huge beds.Its right next to the beach and all the attractions were nearby but we spent most of our time inside the hotel.We also attended the Beach Foam party inside the hotel and the entry was 180 bahts per person.I enjoyed the breakfast buffet served there and the staff were brilliant.Overall Great Hotel and I Highly recommend this Hotel.,Georgio Valentino Rayala,Date of stay: March 2016,5,"Hyderabad, India",Trip type: Traveled with friends,5-Value,5-Cleanliness,5-Service,null,null,null,,
1643535515-865,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"The room was large and the breakfast was delicious.
There was convenience store near, was convenient.
I thought that I would like to come with my family.
However, at that time I would like to ask you not to leave the room near the elevator. I was so noisy this time that I could not sleep well",miwahori,Date of stay: May 2018,4,"Hiroshima, Japan ",Trip type: Traveled on business,4-Value,4-Rooms,4-Location,4-Cleanliness,4-Service,2-Sleep Quality,,
1643535515-1012,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"I stayed for 2 nights at the HRH in Pattaya, due to a business appointment close by.
The front desk people were very friendly and helpfull and also the staff at the restaurant vwere pretty good and very polite.
I know the Hard Rock Hotels (especially US) quite well, and here you should not expect the same standard. Again it was good, but not excellent. 
E.g. only one single picture in the Hotel room (I stayed at the composer suite), everything else looked like more a hospital ;-) ; one evening you have a turn down service, the other night not.
The pool area is nice, clean and big - nothing to complain about there.
The massage at the Rock Spa was good (very good people with good massage skill), but one afternoon while it was raining, the water was dripping from the ceiling. 
Overall good, but not excellent.
Would I go back again? Yes, definitely - it is still one of the hotels in Pattaya with a higher standard.
Overall rating I would give 4/5.",Alexander K,Date of stay: May 2017,4,"Vienna, Austria",Trip type: Traveled on business,4-Value,3-Rooms,5-Location,5-Cleanliness,4-Service,4-Sleep Quality,,
1643535515-1124,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,It beautiful place and easy to walk go to shopping mall and go find some food and we are go by car them have good packing......I will come back Thailand at here again it good for take a rest and everything not so expensive every one here very nice to me ...thanks for good vacation,865arisw,Date of stay: April 2017,5,,Trip type: Traveled with friends,null,null,null,null,null,null,,
1643535515-936,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Great stay at The Hard Rock Hotel Pattaya! Fantastic room, excellent customer service from all the staff, good food at the cafe (thank you Pound and Jubel for the dining experience!). Highly recommend you stay there!",Keith D,Date of stay: March 2018,5,"Las Vegas, Nevada",Trip type: Traveled with friends,null,null,null,null,null,null,,
1643535515-763,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Spent 3 days here with some friends and I have to say the property is great, the rooms are ok and the service is mostly very good.
The pool is spectacular and the proximity to the beach is second to none its only across the road.
What stops me from rating it as a 5 is the following.
1. The bathrooms are a bit weirdly layout with the toilet chair tucked in very close to the glass dividing the shower from the rest of the bathroom and it makes it hard to use it correctly if you are a bit bigger like me.
2. When you use the hand shower and not the roof based rain shower, the rain shower drips ice cold water on you as you shower which is an annoyance but not a huge problem.
3. When booking car pickup and drop off there is no offering top use the nice Mercedes vans parked outside which I assume are available by the hotel, instead we got some older vans that were far from comfortable, I would have happily paid extra had I been offered the choice for a Mercedes van.",mattdouhan,Date of stay: March 2020,4,"Shanghai, China",Trip type: Traveled with friends,null,null,null,null,null,null,,
1643535515-869,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,pool was warm so not refreshing. Rooms were dark with poor lighting. pool party was a let down. May have been off season so no one there and guests staying should not be charged to use that area of the pool where the party is so everyone used the other end of the pool so a bit of a waste. Good location. Food was good,James G,Date of stay: May 2018,3, ,Trip type: Traveled with family,2-Value,3-Rooms,4-Location,3-Cleanliness,4-Service,3-Sleep Quality,,
1643535515-1093,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,Good location and pool complex. Nice quiet rooms with good shower. Shame the swim up pool bar closes in the evening at 6.30pm as the pool is open till much later Charging 300Bht per day for an inflatable ring or float in the pool is very poor,3kidsDevon,Date of stay: April 2017,3,"Newton Abbot, United Kingdom",Trip type: Traveled with family,2-Value,4-Rooms,4-Location,4-Cleanliness,4-Service,4-Sleep Quality,,
1643535515-933,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"best location, in front of the beach, 10 minutes to the central festival (shopping mall). a lot of style you can choose for the breakfast. nice swimming pool with children facility. i will stay in here again.",alphaqian,Date of stay: March 2018,5,"Shanghai, China ",Trip type: Traveled on business,5-Value,5-Rooms,5-Location,5-Cleanliness,5-Service,5-Sleep Quality,,
1643535515-864,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"I love all the staff, friendly, helpful. The hotel itself is good too with all the facilities and amenities.
Enjoy all the Movies provided. Was staying in Rock Loyalty room, so get to enjoy the tea time, cocktail time all day long.",Lau C,Date of stay: May 2018,5,"Kuala Lumpur, Malaysia",Trip type: Traveled as a couple,4-Value,4-Rooms,4-Location,4-Cleanliness,5-Service,4-Sleep Quality,,
1643535515-1352,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"Start on a positive, hotel location great you can walk the strip away from hustle of the walking streets. Great security felt safe as a family. great front house staff, check in smooth, restaurant staff great! housekeeping were amazing  Down side; pool attendance were awful, after watching one of the pool staff grab my 8 year old wrist and really squeeze it resulting in his watch catching his skin and the red marks on his wrist telling him Not to kick the football as he wanted to give ball to a child in a party that was taking place  my son was clearly upset and not what you would expect from a 5 star hotel staff!!!  ....IF the hotel
Insists on saying this hotel is KID friendly educate your staff NOT to Man handle the children. I seen the same pool attendant grab another child My husband  challenged the attendant and no apology except for a vacant scowl. NOTE to manager; educate your staff not to touch or grab your guest !!!!!  Especially children. The hotel is I feel is more gay friendly than family friendly I have nothing against gay people but it certainly is not family friendly you have to pay for everything from a pair of slippers to a float in the pool.   my recommendation to the Manager is train your staff not to grab the children and educate them in customer services have a rule if beds left unoccupied remove towels... As towels just left so no beds we had to sit on the rocks to watch the kids play in the pool.",An H,Date of stay: February 2014,2,Qatar,null,3-Value,5-Rooms,5-Location,5-Cleanliness,2-Service,null,,
1643535515-1243,https://www.tripadvisor.com/Hotel_Review-g293919-d302348-Reviews-Hard_Rock_Hotel_Pattaya-Pattaya_Chonburi_Province.html,"I used to go here every year when I lived in Thailand, but now that I have moved I no longer go there. What is most memorable about this place is the pool activities that are challenging and fun, such as running on this obstacle course that is on the water. I also remember going for ""foam parties"" where you ran around in the place full of foam. Those were happy times.
The cleanliness of this hotel is not great but overall I had a lot of fun.
I went there from around 2007-2010 when I was about 5-8 years old. I recommend this place to families who have kids (5- 12 yrs old).
***I have no idea if this place is the same as it was 6 years ago, but I would definitely recommend it if you go to Pattaya :)***",24914259,Date of stay: May 2015,4,"Guangzhou, China",Trip type: Traveled with family,4-Value,5-Service,3-Sleep Quality,null,null,null,,
